Formatted Date,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Visibility (km),Pressure (millibars),Summary_Breezy,Summary_Breezy and Dry,Summary_Breezy and Foggy,Summary_Breezy and Mostly Cloudy,Summary_Breezy and Overcast,Summary_Breezy and Partly Cloudy,Summary_Clear,Summary_Dangerously Windy and Partly Cloudy,Summary_Drizzle,Summary_Dry,Summary_Dry and Mostly Cloudy,Summary_Dry and Partly Cloudy,Summary_Foggy,Summary_Humid and Mostly Cloudy,Summary_Humid and Overcast,Summary_Humid and Partly Cloudy,Summary_Light Rain,Summary_Mostly Cloudy,Summary_Overcast,Summary_Partly Cloudy,Summary_Rain,Summary_Windy,Summary_Windy and Dry,Summary_Windy and Foggy,Summary_Windy and Mostly Cloudy,Summary_Windy and Overcast,Summary_Windy and Partly Cloudy,Wx,Wy,Day sin,Day cos,Year sin,Year cos
2015-10-01 18:00:00.000 +0200,0,14.905555555555551,14.905555555555551,0.52,16.1,1029.44,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,10.447470960313188,-1.654716840856053,-0.8660254037838855,-0.5000000000009578,-0.9999953271442261,-0.003057072081592439
2015-10-01 19:00:00.000 +0200,0,12.127777777777776,12.127777777777776,0.62,16.1,1029.84,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.83,0.0,-0.9659258262874162,-0.2588190451086872,-0.9999972615121582,-0.002340292328787398
2015-10-01 20:00:00.000 +0200,0,11.105555555555558,11.105555555555558,0.67,15.1823,1030.09,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.547909733104372,0.7203181377242471,-0.9999999999999999,-1.1661764863094963e-11,-0.9999986821045415,-0.001623511373594088
2015-10-01 21:00:00.000 +0200,0,8.794444444444444,8.794444444444444,0.83,16.1,1030.14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.1697678860564666,-0.11069073369132183,-0.9659258262896865,0.2588190451002144,-0.9999995889206459,-0.0009067295842780468
2015-10-01 22:00:00.000 +0200,0,8.261111111111111,8.261111111111111,0.84,16.0517,1030.34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.2649480893461007,-0.8140429865033225,-0.8660254037882713,0.49999999999336137,-0.9999999819600058,-0.00018994732910524017
2015-10-01 23:00:00.000 +0200,0,7.422222222222222,7.422222222222222,0.86,14.9569,1030.36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.5693016831197983,-0.1870591748035318,-0.7071067811956999,0.7071067811773951,-0.9999998612224192,0.000526835023658127
2015-10-02 00:00:00.000 +0200,0,5.555555555555555,4.216666666666669,0.93,15.826300000000002,1030.44,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.5753589906868175,-3.350013654444958,-0.5000000000031777,0.8660254037826038,-0.9999992267079482,0.0012436171057457995
2015-10-02 01:00:00.000 +0200,0,5.5777777777777775,4.355555555555558,0.89,15.826300000000002,1030.33,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.779297556357494,-2.103492285481527,-0.2588190451111632,0.9659258262867527,-0.9999980784169183,0.001960398548891661
2015-10-02 02:00:00.000 +0200,0,5.777777777777777,4.744444444444444,0.89,14.9569,1030.18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.989625142005081,-2.653030748459347,3.2680621367736885e-13,1.0,-0.9999964163499203,0.0026771789848299243
2015-10-02 03:00:00.000 +0200,0,4.494444444444446,4.494444444444446,0.92,16.0517,1029.86,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.17108096469931,0.5591471320875158,0.25881904509773845,0.9659258262903498,-0.9999942405078075,0.0033939580452953186
2015-10-02 04:00:00.000 +0200,0,3.405555555555557,1.81111111111111,0.96,9.982,1029.86,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.491737141128266,-3.044119605526749,0.4999999999911415,0.866025403789553,-0.999991550891698,0.00411073536202328
2015-10-02 05:00:00.000 +0200,0,4.216666666666669,2.883333333333332,0.92,9.982,1029.76,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.281763213077055,-2.5760880441060108,0.7071067811858724,0.7071067811872228,-0.9999883475029733,0.004827510566806983
2015-10-02 06:00:00.000 +0200,0,2.8500000000000014,2.8500000000000014,0.99,8.1305,1029.66,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.0258102389306254,-1.101304861508653,0.8660254037813222,0.5000000000053977,-0.99998463034328,0.005544283291270161
2015-10-02 07:00:00.000 +0200,0,2.82777777777778,2.82777777777778,0.96,8.1305,1029.85,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.463070102422672,-1.6244246707252632,0.9659258262860893,0.2588190451136392,-0.9999803994145272,0.006261053167208348
2015-10-02 08:00:00.000 +0200,0,7.555555555555555,7.555555555555555,0.9,9.982,1030.14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.7539912379182185,0.33243145127500356,0.9999999999999999,2.23653793791715e-12,-0.999975654718889,0.0069778198263616975
2015-10-02 09:00:00.000 +0200,0,10.977777777777776,10.977777777777776,0.72,16.0517,1030.33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.1266500590734952,0.34796817747702186,0.9659258262910133,-0.25881904509526243,-0.9999703962588031,0.007694582900472018
2015-10-02 10:00:00.000 +0200,0,13.91111111111111,13.91111111111111,0.67,16.1,1030.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.9626056510431333,2.512020680347509,0.8660254037908347,-0.49999999998892153,-0.9999646240369713,0.00841134202128296
2015-10-02 11:00:00.000 +0200,0,16.944444444444443,16.944444444444443,0.54,15.552600000000002,1029.94,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.1634661257292101,3.1191194888524367,0.7071067811890352,-0.7071067811840598,-0.9999583380563587,0.009128096820540204
2015-10-02 12:00:00.000 +0200,0,17.77777777777778,17.77777777777778,0.5,16.1,1029.63,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-8.880426960053779,-1.2480626174795797,0.5000000000076176,-0.8660254037800406,-0.9999515383201953,0.009844846929991652
2015-10-02 13:00:00.000 +0200,0,18.86111111111111,18.86111111111111,0.44,16.1,1029.31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-8.672682088031054,3.329130740890976,0.2588190451020591,-0.9659258262891922,-0.9999442248319748,0.010561591981387614
2015-10-02 14:00:00.000 +0200,0,19.938888888888886,19.938888888888886,0.39,15.552600000000002,1028.61,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-9.209220744353555,-5.10475441542178,4.7998820895116684e-12,-1.0,-0.9999363975954543,0.011278331606480998
2015-10-02 15:00:00.000 +0200,0,19.994444444444444,19.994444444444444,0.4,16.1,1028.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-10.549974829610509,-3.4278946169018583,-0.25881904509278647,-0.9659258262916767,-0.9999280566146554,0.011995065437027504
2015-10-02 16:00:00.000 +0200,0,19.994444444444444,19.994444444444444,0.44,16.1,1027.42,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.054529195268165125,0.21870465670260963,-0.499999999999304,-0.8660254037848404,-0.9999192018938636,0.012711793104785804
2015-10-02 17:00:00.000 +0200,0,19.95,19.95,0.43,15.552600000000002,1027.08,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-1.4527506939555026,4.471106894406777,-0.7071067811822473,-0.7071067811908479,-0.9999098334376284,0.013428514241517739
2015-10-02 18:00:00.000 +0200,0,17.68333333333333,17.68333333333333,0.52,16.1,1026.81,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.04553767670841367,0.04553767670841366,-0.8660254037787588,-0.5000000000098375,-0.9998999512507627,0.014145228478988508
2015-10-02 19:00:00.000 +0200,0,12.750000000000002,12.750000000000002,0.72,16.1,1027.01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.139924921773615,2.2947978564740117,-0.9659258262885287,-0.25881904510453513,-0.9998895553383431,0.014861935449023686
2015-10-02 20:00:00.000 +0200,0,12.216666666666669,12.216666666666669,0.75,15.1823,1027.02,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.663114719177527,1.5375499999999995,-0.9999999999999999,-7.363226241106187e-12,-0.9998786457057124,0.015578634783282074
2015-10-02 21:00:00.000 +0200,0,10.95,10.95,0.81,16.1,1026.94,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.104664154785985,3.6999946602646645,-0.9659258262923401,0.25881904509031045,-0.9998672223584748,0.016295326113596905
2015-10-02 22:00:00.000 +0200,0,10.366666666666664,10.366666666666664,0.84,16.0517,1027.11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.1013048615086538,3.025810238930625,-0.8660254037861221,0.499999999997084,-0.9998552853024998,0.017012009071748695
2015-10-02 23:00:00.000 +0200,0,9.57777777777778,9.57777777777778,0.92,14.9569,1027.01,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.7556188487160025,3.030621671450448,-0.7071067811926605,0.7071067811804347,-0.9998428345439198,0.017728683289522252
2015-10-03 00:00:00.000 +0200,0,8.77222222222222,8.77222222222222,0.89,15.826300000000002,1026.81,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2.525911254401915,1.578364528518601,-0.4999999999994551,0.8660254037847531,-0.999829870089132,0.018445348398706873
2015-10-03 01:00:00.000 +0200,0,8.77222222222222,8.77222222222222,0.93,15.826300000000002,1026.42,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2.9910983284543846,1.1481750735481875,-0.2588190451070111,0.9659258262878653,-0.9998163919447973,0.01916200403109655
2015-10-03 02:00:00.000 +0200,0,8.1,8.1,0.93,14.9569,1026.64,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2.4407848647979535,2.1976925635250346,-9.926570392700705e-12,1.0,-0.9998024001178404,0.019878649818490128
2015-10-03 03:00:00.000 +0200,0,7.172222222222221,7.172222222222221,0.96,11.9784,1026.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.2588190451018905,0.9659258262892373,-0.9997878946154498,0.020595285392691516
2015-10-03 04:00:00.000 +0200,0,7.127777777777776,7.127777777777776,0.96,8.05,1026.11,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.5012003825423962,3.1644546744327617,0.49999999999486405,0.8660254037874038,-0.9997728754450783,0.02131191038550987
2015-10-03 05:00:00.000 +0200,0,7.377777777777778,6.405555555555556,0.96,11.6081,1025.92,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.32524703366739743,6.206083106685776,0.7071067811786221,0.707106781194473,-0.9997573426144426,0.022028524428759782
2015-10-03 06:00:00.000 +0200,0,7.061111111111112,5.611111111111112,1.0,9.6761,1025.71,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2.542198934078706,7.383081797567266,0.8660254037834715,0.500000000001675,-0.9997412961315226,0.022745127154261476
2015-10-03 07:00:00.000 +0200,0,8.58888888888889,7.433333333333334,0.93,11.7047,1025.41,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-5.8829915098208145,4.936416006109717,0.9659258262872019,0.2588190451094871,-0.999724736004563,0.023461718193840977
2015-10-03 08:00:00.000 +0200,0,11.683333333333334,11.683333333333334,0.83,13.4435,1025.51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-7.353017170603149,10.120559894532281,0.9999999999999999,1.2489914544295224e-11,-0.9997076622420719,0.02417829717933033
2015-10-03 09:00:00.000 +0200,0,14.77777777777778,14.77777777777778,0.73,15.7297,1025.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-9.883180892735385,11.77831633517585,0.9659258262899008,-0.25881904509941456,-0.9996900748528198,0.024894863742624587
2015-10-03 10:00:00.000 +0200,0,17.083333333333332,17.083333333333332,0.67,16.0517,1025.39,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-11.923983630422738,9.655851555994975,0.8660254037886854,-0.49999999999264416,-0.9996719738458457,0.025611417515454704
2015-10-03 11:00:00.000 +0200,0,18.68333333333333,18.68333333333333,0.6,15.1823,1025.11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-10.736116930715685,6.198499999999998,0.7071067811859958,-0.7071067811870994,-0.9996533592304483,0.026327958129728702
2015-10-03 12:00:00.000 +0200,0,19.90555555555555,19.90555555555555,0.53,16.1,1024.51,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-12.161712580032427,9.848360663617122,0.500000000003895,-0.8660254037821897,-0.999634231016191,0.027044485217304515
2015-10-03 13:00:00.000 +0200,0,22.016666666666666,22.016666666666666,0.5,16.1,1023.92,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-13.076661033946305,5.01965986928102,0.2588190451119631,-0.9659258262865384,-0.9996145892129015,0.027760998410047043
2015-10-03 14:00:00.000 +0200,0,22.00555555555556,22.00555555555556,0.48,15.552600000000002,1023.44,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-10.744558574535107,5.474626037309221,5.01343467522892e-13,-1.0,-0.9995944338306714,0.02847749733982832
2015-10-03 15:00:00.000 +0200,0,22.17222222222222,22.17222222222222,0.46,16.1,1023.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-8.538332918554916,6.670876783596107,-0.25881904509693854,-0.9659258262905641,-0.999573764879856,0.0291939816385277
2015-10-03 16:00:00.000 +0200,0,22.194444444444443,22.194444444444443,0.49,16.1,1022.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-7.014805264282599,3.5742218053994783,-0.4999999999904242,-0.8660254037899671,-0.9995525823710747,0.029910450938032067
2015-10-03 17:00:00.000 +0200,0,22.12222222222222,22.12222222222222,0.48,15.552600000000002,1022.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-7.276091647192091,0.12700465212539902,-0.7071067811852868,-0.7071067811878083,-0.9995308863152104,0.030626904870236005
2015-10-03 18:00:00.000 +0200,0,18.883333333333333,18.883333333333333,0.61,16.1,1022.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-4.7495,5.816459972550354e-16,-0.8660254037809082,-0.5000000000061148,-0.99950867672341,0.03134334306704199
2015-10-03 19:00:00.000 +0200,0,16.08888888888889,16.08888888888889,0.72,16.1,1022.19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-1.6381996833366834,0.11455408118260295,-0.965925826285875,-0.25881904511443915,-0.9994859536070844,0.0320597651603606
2015-10-03 20:00:00.000 +0200,0,13.133333333333333,13.133333333333333,0.82,15.1823,1022.36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-2.4301679935229075,1.8312629339493673,-0.9999999999999999,-3.064687619117411e-12,-0.9994627169779083,0.03277617078211065
2015-10-03 21:00:00.000 +0200,0,12.711111111111112,12.711111111111112,0.84,16.0517,1022.41,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-2.9585610224034946,3.6535185940015125,-0.9659258262912277,0.2588190450944625,-0.9994389668478199,0.033492559564219454
2015-10-03 22:00:00.000 +0200,0,12.63888888888889,12.63888888888889,0.84,15.826300000000002,1022.41,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1.942781351537647,2.4866467340813725,-0.8660254037839729,0.5000000000008067,-0.9994147032290216,0.034208931138622965
2015-10-03 23:00:00.000 +0200,0,11.833333333333332,11.833333333333332,0.86,14.7959,1022.77,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2.2302336943671968,2.854568954940351,-0.7071067811896209,0.7071067811834743,-0.9993899261339775,0.034925285137322785
2015-10-04 00:00:00.000 +0200,0,11.644444444444446,11.644444444444446,0.9,14.7637,1022.41,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-4.917235641926691,3.981898910289639,-0.5000000000083348,0.8660254037796264,-0.9993646355754214,0.03564162119215911
2015-10-04 01:00:00.000 +0200,0,11.57777777777778,11.57777777777778,0.87,14.7637,1022.19,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-8.370561436256885,6.778346999958696,-0.2588190451028591,0.9659258262889778,-0.9993388315663453,0.03635793893515181
2015-10-04 02:00:00.000 +0200,0,10.783333333333331,10.783333333333331,0.93,11.5759,1022.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2.880199103434558,2.170385699495547,-5.62803177071193e-12,1.0,-0.9993125141200062,0.037074237998273314
2015-10-04 03:00:00.000 +0200,0,10.488888888888887,10.488888888888887,0.93,9.8532,1021.8,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-4.03606340122178,4.809993058344063,0.2588190450919865,0.9659258262918912,-0.999285683249926,0.037790518013505685
2015-10-04 04:00:00.000 +0200,0,10.466666666666669,10.466666666666669,0.9,9.8049,1021.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-8.583266285907658,6.950591990989039,0.4999999999985867,0.8660254037852545,-0.9992583389698892,0.03850677861284075
2015-10-04 05:00:00.000 +0200,0,10.716666666666663,10.716666666666663,0.93,8.2593,1021.84,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-2.874536408144142,1.3404183407629766,0.7071067811816617,0.7071067811914334,-0.9992304812939451,0.039223019428280326
2015-10-04 06:00:00.000 +0200,0,10.027777777777777,10.027777777777777,0.93,7.905100000000001,1021.89,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-8.100888229540018,4.6770499999999995,0.8660254037783449,0.5000000000105547,-0.9992021102364061,0.03993924009183637
